,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,bathrooms_bedrooms_avg,price_category
2445,0,1465,648,Atlanta,GA,33.7848,-84.3922,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5129,0,2475,825,Redondo Beach,CA,33.852,-118.3759,RentLingo,0,0,0,0,0,0,0,0,0,0,0,1,1.5,Alto
7538,0,2101,1150,Redmond,WA,47.6829,-122.1209,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,2.0,Alto
7209,1,2450,1100,Orange,CA,33.8,-117.8367,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
3235,1,945,697,Chapel Hill,NC,35.9517,-79.071,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
799,0,575,480,Midland,MI,43.6309,-84.2394,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2402,0,1681,644,Bothell,WA,47.8441,-122.1991,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
6728,0,1255,1008,Bedford,TX,32.8281,-97.145,RentDigs.com,0,1,0,1,0,1,1,1,0,0,0,0,2.0,Medio
1073,1,694,515,Houston,TX,29.7714,-95.4343,RentLingo,1,0,1,0,1,0,0,1,1,1,1,0,1.0,Bajo
4645,1,1273,788,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5538,0,1955,862,Bellevue,WA,47.5612,-122.1534,RentDigs.com,0,1,0,1,0,0,0,1,0,1,0,1,1.5,Alto
144,0,650,250,Chiefland,FL,29.4832,-82.8641,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
7216,1,1810,1100,Canoga Park,CA,34.2106,-118.6151,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
1340,1,935,548,Anchorage,AK,61.1723,-149.8414,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
4294,1,1200,758,Delafield,WI,43.0619,-88.4017,RentLingo,0,0,1,0,1,0,0,1,1,1,1,0,1.0,Medio
8898,1,1725,1886,Fort Worth,TX,32.7407,-97.3394,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,3.0,Alto
2091,1,595,618,Tucson,AZ,32.2264,-110.9438,RentLingo,0,1,0,0,0,0,1,1,1,1,1,0,1.0,Bajo
6398,1,1440,964,Silver Spring,MD,39.0128,-76.9812,RentDigs.com,1,0,1,0,0,1,0,0,1,1,1,0,2.0,Medio
5686,0,1200,880,Lauderhill,FL,26.1481,-80.2271,Other,0,0,0,0,0,0,0,0,0,0,1,0,1.5,Medio
6085,0,916,924,Waconia,MN,44.8476,-93.7899,RentLingo,1,0,1,0,1,0,0,1,0,0,1,1,2.0,Bajo
6950,1,1134,1050,Morrisville,NC,35.823,-78.6438,RentDigs.com,0,0,0,0,0,1,0,1,1,1,0,0,2.0,Medio
6716,1,1170,1006,Moncure,NC,35.6714,-79.1694,RentDigs.com,1,1,1,1,0,1,0,0,1,0,1,0,2.0,Medio
7286,0,2992,1103,Pasadena,CA,34.1474,-118.1391,RentDigs.com,0,0,0,0,0,0,0,1,1,1,0,0,2.0,Alto
3872,0,1912,733,Washington,DC,38.9348,-77.059,Other,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
4970,0,1110,807,Durham,NC,35.9907,-78.9074,RentLingo,0,1,0,0,0,1,0,0,0,1,0,1,1.0,Medio
7615,0,2350,1171,Arcadia,CA,34.1275,-118.0494,RentDigs.com,0,0,0,1,0,0,0,1,1,0,0,1,2.0,Alto
1003,1,540,504,Houston,TX,29.7714,-95.4343,RentLingo,1,0,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
5942,0,635,900,North Versailles,PA,40.3914,-79.8369,RentDigs.com,1,0,1,0,0,0,1,0,1,0,0,1,1.5,Bajo
6485,0,2500,977,San Diego,CA,32.7876,-117.1265,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
6134,0,1085,931,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,0,0,0,0,0,1,1,1,0,0,0,0,1.0,Medio
4418,1,1271,770,Woodstock,GA,34.1216,-84.515,RentLingo,0,0,0,0,0,0,0,0,1,0,0,0,1.0,Medio
3470,1,825,703,Minot,ND,48.2469,-101.3017,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
7365,1,1185,1119,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,0,0,0,0,0,1,1,1,0,0,0,0,2.0,Medio
555,0,1125,430,Madison,WI,43.0724,-89.4003,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Medio
6008,1,1795,913,Milwaukee,WI,43.0531,-87.9659,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
4482,0,1000,775,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
8466,0,2743,1465,Waldorf,MD,38.6293,-76.9675,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,1,2.0,Alto
1485,1,615,560,Lafayette,IN,40.426,-86.8894,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.0,Bajo
7377,1,995,1120,Grand Forks,ND,47.9179,-97.0658,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Bajo
1272,1,1400,540,Saint Paul,MN,44.9405,-93.1027,RentLingo,0,1,1,0,1,0,0,1,1,0,1,1,1.0,Medio
6138,1,1438,932,Bothell,WA,47.7974,-122.2037,RentLingo,1,0,1,0,1,0,1,1,1,1,1,0,2.0,Medio
1411,0,584,550,Lima,OH,40.7228,-84.0782,RentDigs.com,0,0,0,0,0,0,0,0,1,0,0,0,1.0,Bajo
8642,1,1425,1586,Gastonia,NC,35.224,-81.1809,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Medio
753,1,1206,472,Rockville,MD,39.1063,-77.1812,RentLingo,1,0,1,0,0,0,1,0,0,1,1,0,1.0,Medio
1471,1,975,560,Boise,ID,43.662,-116.3456,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
4535,0,1581,780,Medina,WA,47.6163,-122.2365,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Alto
8064,1,1951,1280,Denver,CO,39.644,-104.9026,RentDigs.com,0,0,0,1,0,1,0,0,0,1,0,0,2.0,Alto
4934,0,1795,803,Neptune City,NJ,40.2091,-74.0584,RentDigs.com,0,1,1,0,0,1,0,1,0,1,0,0,1.0,Alto
6802,0,3063,1023,Washington,DC,38.9348,-77.059,Other,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
6464,0,1355,975,Manchester,NH,42.9833,-71.4574,RentDigs.com,0,0,0,0,0,1,0,1,0,0,0,1,1.5,Medio
3076,0,1650,685,Van Nuys,CA,34.1913,-118.4575,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
3886,1,750,734,Chubbuck,ID,42.9373,-112.4885,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5930,0,765,900,Mckeesport,PA,40.2996,-79.819,RentDigs.com,1,1,1,0,0,0,0,0,1,1,1,1,1.5,Bajo
6786,1,1317,1020,Forest Lake,MN,45.2764,-92.9901,RentLingo,1,0,1,0,0,0,1,1,1,0,1,0,2.0,Medio
3288,1,1550,700,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,0,1,0,0,1,1.5,Alto
7120,1,1759,1084,College Park,MD,38.9986,-76.9273,RentDigs.com,0,0,0,1,0,1,1,1,0,1,0,0,1.0,Alto
8412,0,2200,1434,Nashville,TN,36.137,-86.783,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
4335,1,774,760,Evansville,IN,37.9906,-87.5563,RentLingo,1,1,1,0,1,0,0,1,1,0,1,1,1.0,Bajo
981,1,475,500,New Kensington,PA,40.5755,-79.7224,RentDigs.com,0,0,0,0,0,0,0,0,0,0,1,0,1.5,Bajo
3780,0,970,725,Bloomington,IN,39.1471,-86.5136,RentLingo,1,0,1,0,1,0,1,1,0,1,1,0,1.5,Bajo
8461,1,1450,1460,Fort Worth,TX,32.7407,-97.3394,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.0,Medio
7824,1,1249,1202,Humble,TX,30.0021,-95.2555,RentLingo,0,0,1,1,1,0,0,0,0,0,1,0,2.5,Medio
2722,1,895,660,Fargo,ND,46.8608,-96.8096,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
8643,0,3275,1588,Upland,CA,34.1132,-117.6615,RentLingo,0,1,0,0,0,0,0,0,0,0,0,1,3.0,Alto
1268,1,1600,540,Baltimore,MD,39.3191,-76.6126,RentLingo,1,0,1,0,1,0,1,0,0,0,1,0,1.0,Alto
2462,1,1186,649,Colorado Springs,CO,38.8154,-104.7779,RentDigs.com,1,1,1,1,0,1,0,1,1,1,0,1,1.0,Medio
8576,1,1125,1528,Norman,OK,35.2399,-97.4552,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Medio
268,1,480,342,Lafayette,IN,40.3613,-86.9005,RentLingo,0,0,1,0,1,0,0,1,1,0,1,0,1.5,Bajo
5318,1,1900,845,Bend,OR,44.0559,-121.3041,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
3580,1,1350,713,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Medio
4609,0,850,784,Raleigh,NC,35.7551,-78.7199,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,1,1.5,Bajo
654,1,860,450,Anchorage,AK,61.1738,-149.9301,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Bajo
4514,1,835,777,Thornton,CO,39.8895,-104.9641,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.5,Bajo
4709,0,595,792,Battle Creek,MI,42.3149,-85.1757,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
4355,0,1190,763,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,0,0,1,0,0,0,0,0,0,1,0,0,1.0,Medio
3597,1,1420,715,Phoenix,AZ,33.5178,-112.0848,RentLingo,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Medio
2413,0,1000,644,Austin,TX,30.3054,-97.7497,RentLingo,0,1,0,0,0,1,0,0,0,0,0,0,1.0,Bajo
6309,1,550,950,Lexington,KY,38.0172,-84.4931,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Bajo
2821,0,1415,668,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,1,1,0,1,1,0,1,1.0,Medio
428,0,865,400,West Hartford,CT,41.7609,-72.7477,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
589,1,879,440,Phoenix,AZ,33.5178,-112.0848,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,0.5,Bajo
495,1,1130,415,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,0,0,0,1,0,0,0,1,1.0,Medio
7055,0,1249,1069,Bedford,TX,32.8525,-97.1399,RentDigs.com,1,0,0,0,0,1,0,1,0,0,0,0,2.0,Medio
4772,0,2221,800,Los Angeles,CA,34.07,-118.3501,RentDigs.com,0,0,0,0,0,1,1,0,0,1,0,0,1.0,Alto
5629,1,1695,875,San Marcos,CA,33.1463,-117.1694,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
5155,0,710,825,Lansing,MI,42.7199,-84.5731,RentLingo,0,0,1,0,1,0,0,1,0,0,1,0,1.5,Bajo
8451,1,1450,1455,Henderson,NV,36.0516,-115.0235,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
6624,0,1659,1000,Tyler,TX,32.3252,-95.2948,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
528,1,1219,423,Norfolk,VA,36.8961,-76.255,RentLingo,1,1,1,0,1,0,1,1,0,1,1,0,2.0,Medio
1808,0,2250,600,Berkeley,CA,37.8726,-122.2707,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
5323,1,1015,845,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
5032,1,995,814,Lithonia,GA,33.6795,-84.1596,RentDigs.com,0,0,0,1,0,1,0,1,1,1,0,1,1.0,Bajo
2055,1,853,613,Shelby Township,MI,42.663,-83.0352,RentLingo,1,1,1,1,1,0,1,1,1,1,1,1,1.0,Bajo
1231,1,2775,535,Cambridge,MA,42.3739,-71.1155,RentLingo,1,0,1,0,1,0,1,1,0,0,1,1,1.0,Alto
2028,0,878,611,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
8108,0,845,1295,Richmond,VA,37.4007,-77.4627,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,2.5,Bajo
677,0,1483,451,Weymouth,MA,42.2081,-70.9524,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,2.0,Alto
8132,0,1950,1300,Corvallis,OR,44.5716,-123.282,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
7108,1,1111,1080,Euless,TX,32.8255,-97.1039,RentDigs.com,1,1,1,1,1,1,0,0,1,0,1,1,2.0,Medio
4731,0,999,795,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
8630,0,3380,1573,Livermore,CA,37.6812,-121.7519,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,3.0,Alto
6006,1,895,912,Ames,IA,42.0259,-93.6516,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
2741,0,575,660,Baton Rouge,LA,30.4415,-91.1012,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
8020,1,1900,1268,Orlando,FL,28.5163,-81.3644,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
4246,0,917,753,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
8560,1,1549,1510,Clayton,NC,35.6101,-78.4715,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Alto
6734,0,1580,1009,Silver Spring,MD,39.0829,-77.0612,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,2.0,Alto
2432,1,2085,647,Medford,MA,42.4194,-71.111,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Alto
5340,1,1145,847,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
5171,1,964,827,Petersburg,VA,37.1386,-77.3919,RentDigs.com,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
551,1,785,428,Cincinnati,OH,39.1679,-84.4933,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.0,Bajo
5267,0,2150,840,Bloomingdale,NJ,41.0133,-74.3321,RentDigs.com,0,1,0,0,0,1,0,0,0,1,0,0,1.0,Alto
7018,0,3397,1061,Bellevue,WA,47.6156,-122.2109,RentDigs.com,0,0,0,0,0,1,0,1,1,1,1,1,2.0,Alto
896,1,1695,500,San Leandro,CA,37.7078,-122.1435,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
1611,1,775,575,Carrboro,NC,35.9126,-79.0796,RentLingo,1,1,1,1,0,0,0,0,1,1,1,1,2.0,Bajo
4392,1,795,767,Lakeville,IN,41.5256,-86.277,RentLingo,1,0,1,0,0,0,1,0,1,0,1,1,1.0,Bajo
5467,1,525,850,Dayton,OH,39.8456,-84.1117,RentDigs.com,0,0,0,0,0,0,0,0,1,0,0,1,1.5,Bajo
8465,1,3800,1465,Corona Del Mar,CA,33.6019,-117.8637,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
1270,1,1450,540,Minneapolis,MN,44.9855,-93.3023,RentLingo,0,0,1,0,0,0,0,1,1,0,0,0,1.5,Medio
673,1,490,450,Elizabethtown,KY,37.7059,-85.8628,RentLingo,1,0,1,0,0,0,0,1,1,0,1,0,0.5,Bajo
7563,1,2347,1154,Downey,CA,33.9566,-118.117,RentDigs.com,0,1,0,0,0,1,0,1,0,1,0,0,2.0,Alto
8900,1,1775,1890,Hendersonville,TN,36.3127,-86.607,RentLingo,0,0,1,1,0,0,0,0,0,0,1,0,2.5,Alto
2004,1,1135,609,Ramsey,MN,45.2924,-93.4325,RentLingo,1,1,1,1,0,0,1,1,1,1,1,1,1.5,Medio
8063,1,2055,1280,Raleigh,NC,35.774,-78.6328,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
3806,1,830,727,Lithonia,GA,33.7147,-84.1355,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
8270,0,1450,1355,Madison,WI,43.0724,-89.4003,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,2.5,Medio
7606,1,7900,1170,Los Angeles,CA,34.079,-118.379,RentDigs.com,1,0,1,1,0,1,0,1,0,1,1,0,2.0,Alto
605,0,2341,445,Somerville,MA,42.3895,-71.1039,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
3961,1,1012,740,New London,CT,41.3498,-72.1062,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,1.5,Bajo
4574,1,1290,782,Dallas,TX,32.8212,-96.7853,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5151,0,875,825,Yakima,WA,46.599,-120.5572,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
6069,1,835,920,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1,0,1,1,1,0,1,0,0,0,1,0,1.5,Bajo
1468,0,1150,560,Edmonds,WA,47.8056,-122.3716,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
7603,1,2020,1168,Laurel,MD,39.1008,-76.8827,RentDigs.com,0,0,0,0,0,1,0,0,1,1,0,0,2.0,Alto
1982,1,965,605,Grand Haven,MI,43.0367,-86.1865,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5019,1,1025,812,Durham,NC,35.9907,-78.9074,RentLingo,1,0,1,0,1,0,0,1,1,0,1,1,1.5,Medio
890,1,1995,500,Redondo Beach,CA,33.852,-118.3759,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
4216,0,1270,751,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
6683,1,795,1000,Springfield,MO,37.1892,-93.2908,RentLingo,1,0,1,0,0,0,1,0,1,1,1,1,2.0,Bajo
843,1,1500,490,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Alto
2155,1,1275,623,Portland,OR,45.5091,-122.6449,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4301,1,630,758,Anderson,IN,40.1065,-85.6788,RentLingo,1,1,1,0,0,0,0,0,1,1,1,1,1.0,Bajo
9027,0,1695,2130,Oklahoma City,OK,35.471,-97.5299,RentLingo,0,1,0,0,0,0,0,1,1,1,0,0,3.0,Alto
2077,0,1225,616,Whittier,CA,34.0035,-118.0357,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5858,0,1460,900,Kent,WA,47.3907,-122.2626,RentDigs.com,0,0,0,1,0,1,0,0,1,0,0,0,1.5,Medio
6135,0,1965,932,Maple Valley,WA,47.3949,-122.0287,RentDigs.com,0,1,0,0,0,1,0,1,0,1,0,1,2.0,Alto
5741,0,3395,890,Washington,DC,38.9118,-77.0132,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
3520,0,1199,708,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4922,0,632,801,Meeker,OK,35.5017,-96.8974,Other,0,0,0,0,0,0,0,0,0,0,1,0,1.5,Bajo
2799,1,625,665,Anderson,SC,34.508,-82.6913,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6123,0,1035,930,Washington,UT,37.1329,-113.5097,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
584,1,1040,438,Cincinnati,OH,39.1679,-84.4933,RentLingo,1,0,1,0,0,0,0,1,0,1,1,0,1.5,Medio
3268,0,2025,700,Chicago,IL,41.8625,-87.6825,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Alto
3932,1,1792,739,Issaquah,WA,47.5311,-122.0679,RentDigs.com,0,1,0,1,0,1,0,0,0,0,0,1,1.0,Alto
4759,0,1240,798,Winston Salem,NC,36.1036,-80.2159,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
1260,1,1250,538,Portland,OR,45.5091,-122.6449,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
6810,1,1450,1024,Maple Grove,MN,45.1207,-93.4682,RentLingo,0,1,1,0,1,0,0,1,1,1,1,0,1.0,Medio
4326,1,1175,760,Maple Shade,NJ,39.9539,-74.9955,RentDigs.com,0,0,0,0,0,0,0,0,1,1,0,1,1.0,Medio
5795,1,689,896,Muncie,IN,40.2057,-85.4,RentLingo,1,0,0,0,0,0,0,1,0,0,1,0,2.0,Bajo
8426,0,1179,1443,Mebane,NC,36.0913,-79.2861,RentDigs.com,1,1,1,0,0,1,1,0,1,1,0,1,2.5,Medio
9079,1,4000,2300,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
4622,1,973,785,Durham,NC,35.9907,-78.9074,RentDigs.com,0,0,0,1,0,0,0,0,0,1,0,1,1.0,Bajo
5584,1,919,868,Petersburg,VA,37.1386,-77.3919,RentDigs.com,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
8531,0,1699,1500,Milwaukee,WI,43.0531,-87.9659,RentLingo,1,0,0,1,0,0,1,1,1,0,1,0,2.0,Alto
7342,0,1699,1115,Elkridge,MD,39.2031,-76.7531,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,0,2.0,Alto
4415,1,1455,770,Madison,WI,43.0724,-89.4003,RentLingo,0,0,1,0,0,0,0,1,0,0,1,1,1.5,Medio
9058,1,1750,2218,Ramona,CA,33.03,-116.8607,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,2.5,Alto
2550,0,950,650,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,1,0,0,0,0,0,1,0,0,1.0,Bajo
3783,1,930,725,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,1,0,1,0,0,0,0,0,1,0,1,1.0,Bajo
7278,1,750,1100,Tyler,TX,32.3338,-95.2951,Other,0,0,1,0,0,0,0,0,0,0,1,0,2.0,Bajo
3251,0,3730,700,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
344,0,540,385,Bloomington,IN,39.1471,-86.5136,RentLingo,1,0,1,0,1,0,1,1,0,1,1,0,1.0,Bajo
2185,0,1403,625,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Medio
6888,1,3300,1040,Oakland,CA,37.7904,-122.2151,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.0,Alto
7389,0,3776,1123,Chevy Chase,MD,38.9799,-77.0798,RentDigs.com,0,1,0,1,0,1,0,1,1,1,0,0,2.0,Alto
8627,0,1495,1570,Riverton,UT,40.5425,-111.9637,Other,1,0,0,1,0,0,0,0,0,0,0,0,2.5,Alto
4147,0,980,750,Pflugerville,TX,30.4433,-97.6282,RentLingo,0,0,0,1,0,0,0,0,0,1,0,1,1.5,Bajo
8934,0,4500,1950,UNK,UNK,39.8163,-98.5576,RentLingo,0,0,1,0,0,0,0,1,1,0,1,0,3.5,Alto
871,0,888,495,Austin,TX,30.3054,-97.7497,RentLingo,0,1,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5572,1,1110,867,Colorado Springs,CO,38.9148,-104.7713,RentDigs.com,0,0,0,1,0,1,0,0,0,0,0,0,1.5,Medio
7983,0,1605,1254,Cumming,GA,34.2088,-84.1351,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,0,2.0,Alto
5106,1,650,821,Houston,TX,29.7714,-95.4343,RentLingo,1,0,0,0,0,0,1,1,0,0,1,0,1.5,Bajo
5180,1,1070,828,Buford,GA,34.1139,-84.0073,RentLingo,0,0,1,0,0,0,1,1,0,1,1,0,1.0,Medio
90,0,895,250,Commerce City,CO,39.8312,-104.8942,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5045,0,1150,816,Spanaway,WA,47.0758,-122.3959,Other,0,0,1,0,0,0,0,0,0,0,1,0,1.5,Medio
5425,0,980,850,Coraopolis,PA,40.5059,-80.1869,RentDigs.com,0,0,1,0,0,0,0,1,1,1,1,1,1.5,Bajo
6384,0,778,962,Milwaukee,WI,43.0597,-87.9524,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.0,Bajo
7642,0,1450,1176,Madison,WI,43.0724,-89.4003,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Medio
8557,1,1249,1504,Las Vegas,NV,36.1554,-115.1733,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,3.0,Medio
6289,1,970,950,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
6685,1,780,1000,Fremont,NE,41.4399,-96.4932,RentLingo,0,0,1,0,1,0,0,1,1,0,1,1,1.5,Bajo
2117,0,915,620,San Marcos,TX,29.8831,-97.945,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
7825,1,865,1202,High Point,NC,36.0909,-79.9272,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
2937,0,1200,675,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5440,1,850,850,Oxford,AL,33.6091,-85.837,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
7831,1,1399,1204,Humble,TX,30.0021,-95.2555,RentLingo,0,0,0,1,1,0,0,0,0,0,1,0,2.0,Medio
2836,1,1230,669,Salt Lake City,UT,40.7061,-111.9048,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Medio
3096,0,1185,686,Austin,TX,30.3054,-97.7497,RentLingo,0,1,0,0,0,1,0,0,0,1,0,0,1.0,Medio
5880,1,1230,900,Dublin,OH,40.11,-83.1087,RentLingo,1,1,1,1,0,0,1,1,0,1,1,0,1.5,Medio
4480,0,1050,775,Saint Louis Park,MN,44.9368,-93.3605,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
947,1,800,500,Silverton,OR,44.8956,-122.5661,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2925,1,1555,675,Aurora,CO,39.6828,-104.8078,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
8242,0,2649,1344,Princeton,NJ,40.3663,-74.6688,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.5,Alto
